@ NAME             %04s "CORR"
@ TYPE             %04s "CORR"
@ TITLE            %08s "no-title"
@ ORIGIN           %22s "MAD-X 5.02.00 Linux 64"
@ DATE             %08s "10/04/15"
@ TIME             %08s "10.48.50"
* NAME                           PX.OLD             PY.OLD      PX.CORRECTION      PY.CORRECTION 
$ %s                                %le                %le                %le                %le 
 "MCBV.11R7.B2"                       0                  0                  0    2.273789141e-06
 "MCBCH.10R7.B2"                      0                  0                  0                  0
 "MCBCV.9R7.B2"                       0    5.566122942e-06                  0    5.566122942e-06
 "MCBCH.8R7.B2"                       0                  0                  0                  0
 "MCBCV.7R7.B2"                       0     7.82165397e-06                  0     7.82165397e-06
 "MCBCH.6R7.B2"                       0                  0                  0                  0
 "MCBWV.5R7.B2"                       0                  0                  0                  0
 "MCBWH.4R7.B2"                       0                  0                  0                  0
 "MCBWV.4L7.B2"                       0                  0                  0                  0
 "MCBWH.5L7.B2"                       0                  0                  0                  0
 "MCBCV.6L7.B2"                       0   -3.849114757e-06                  0   -6.369943731e-07
 "MCBCH.7L7.B2"                       0                  0                  0                  0
 "MCBCV.8L7.B2"                       0                  0                  0                  0
 "MCBCH.9L7.B2"                       0                  0                  0                  0
 "MCBCV.10L7.B2"                      0                  0                  0    2.050072653e-06
 "MCBH.11L7.B2"                       0                  0                  0                  0
 "MCBV.12L7.B2"                       0                  0                  0    4.284314346e-06
 "MCBH.13L7.B2"                       0                  0                  0                  0
 "MCBV.14L7.B2"                       0                  0                  0                  0
 "MCBH.15L7.B2"                       0                  0                  0                  0
 "MCBV.16L7.B2"                       0   -9.085128549e-06                  0   -9.085128549e-06
 "MCBH.17L7.B2"                       0                  0                  0                  0
 "MCBV.18L7.B2"                       0                  0                  0    2.723127604e-06
 "MCBH.19L7.B2"                       0                  0                  0                  0
 "MCBV.20L7.B2"                       0    1.301896665e-05                  0    8.519140072e-06
 "MCBH.21L7.B2"                       0                  0                  0                  0
 "MCBV.22L7.B2"                       0                  0                  0    -9.81234014e-07
 "MCBH.23L7.B2"                       0                  0                  0                  0
 "MCBV.24L7.B2"                       0                  0                  0   -2.854230348e-06
 "MCBH.25L7.B2"                       0                  0                  0                  0
 "MCBV.26L7.B2"                       0                  0                  0   -9.404894896e-06
 "MCBH.27L7.B2"                       0                  0                  0                  0
 "MCBV.28L7.B2"                       0   -4.994880874e-06                  0   -4.994880874e-06
 "MCBH.29L7.B2"                       0                  0                  0                  0
 "MCBV.30L7.B2"                       0                  0                  0   -6.053849123e-06
 "MCBH.31L7.B2"                       0                  0                  0                  0
 "MCBV.32L7.B2"                       0                  0                  0   -1.309035695e-06
 "MCBH.33L7.B2"                       0                  0                  0                  0
 "MCBV.34L7.B2"                       0                  0                  0    4.746128339e-06
 "MCBH.33R6.B2"                       0                  0                  0                  0
 "MCBV.32R6.B2"                       0   -9.748576209e-06                  0   -9.748576209e-06
 "MCBH.31R6.B2"                       0                  0                  0                  0
 "MCBV.30R6.B2"                       0                  0                  0                  0
 "MCBH.29R6.B2"                       0                  0                  0                  0
 "MCBV.28R6.B2"                       0                  0                  0    3.945890814e-06
 "MCBH.27R6.B2"                       0                  0                  0                  0
 "MCBV.26R6.B2"                       0   -2.238817047e-06                  0   -7.857978344e-06
 "MCBH.25R6.B2"                       0                  0                  0                  0
 "MCBV.24R6.B2"                       0   -1.524192281e-05                  0   -1.326749614e-05
 "MCBH.23R6.B2"                       0                  0                  0                  0
 "MCBV.22R6.B2"                       0                  0                  0                  0
 "MCBH.21R6.B2"                       0                  0                  0                  0
 "MCBV.20R6.B2"                       0                  0                  0   -2.579796826e-06
 "MCBH.19R6.B2"                       0                  0                  0                  0
 "MCBV.18R6.B2"                       0                  0                  0   -2.497938229e-06
 "MCBH.17R6.B2"                       0                  0                  0                  0
 "MCBV.16R6.B2"                       0                  0                  0                  0
 "MCBH.15R6.B2"                       0                  0                  0                  0
 "MCBV.14R6.B2"                       0   -7.434529718e-06                  0     -1.1669314e-05
 "MCBH.13R6.B2"                       0                  0                  0                  0
 "MCBV.12R6.B2"                       0                  0                  0    4.069148097e-06
 "MCBH.11R6.B2"                       0                  0                  0                  0
 "MCBCV.10R6.B2"                      0                  0                  0                  0
 "MCBCH.9R6.B2"                       0                  0                  0                  0
 "MCBCV.8R6.B2"                       0                  0                  0    1.702502253e-06
 "MCBYH.5R6.B2"                       0                  0                  0                  0
 "MCBYV.4R6.B2"                       0                  0                  0                  0
 "MCBYH.4L6.B2"                       0                  0                  0                  0
 "MCBYV.5L6.B2"                       0   -1.907936879e-06                  0   -4.734413233e-08
 "MCBCH.8L6.B2"                       0                  0                  0                  0
 "MCBCV.9L6.B2"                       0    5.330337444e-07                  0    5.330337444e-07
 "MCBCH.10L6.B2"                      0                  0                  0                  0
 "MCBV.11L6.B2"                       0                  0                  0     5.71979396e-06
 "MCBH.12L6.B2"                       0                  0                  0                  0
 "MCBV.13L6.B2"                       0    1.495362911e-05                  0    1.486659061e-05
 "MCBH.14L6.B2"                       0                  0                  0                  0
 "MCBV.15L6.B2"                       0    1.114474796e-05                  0     1.97075177e-05
 "MCBH.16L6.B2"                       0                  0                  0                  0
 "MCBV.17L6.B2"                       0    1.190231834e-05                  0    1.190231834e-05
 "MCBH.18L6.B2"                       0                  0                  0                  0
 "MCBV.19L6.B2"                       0                  0                  0     1.14705665e-05
 "MCBH.20L6.B2"                       0                  0                  0                  0
 "MCBV.21L6.B2"                       0    1.883737184e-05                  0    1.883737184e-05
 "MCBH.22L6.B2"                       0                  0                  0                  0
 "MCBV.23L6.B2"                       0    1.498385146e-05                  0    2.543912176e-05
 "MCBH.24L6.B2"                       0                  0                  0                  0
 "MCBV.25L6.B2"                       0    1.382706966e-05                  0    1.382706966e-05
 "MCBH.26L6.B2"                       0                  0                  0                  0
 "MCBV.27L6.B2"                       0                  0                  0     1.10759614e-05
 "MCBH.28L6.B2"                       0                  0                  0                  0
 "MCBV.29L6.B2"                       0    8.739741519e-06                  0    8.739741519e-06
 "MCBH.30L6.B2"                       0                  0                  0                  0
 "MCBV.31L6.B2"                       0    1.239448227e-05                  0    2.427123208e-05
 "MCBH.32L6.B2"                       0                  0                  0                  0
 "MCBV.33L6.B2"                       0    6.569367833e-06                  0    6.569367833e-06
 "MCBH.34L6.B2"                       0                  0                  0                  0
 "MCBV.33R5.B2"                       0                  0                  0    9.722517803e-06
 "MCBH.32R5.B2"                       0                  0                  0                  0
 "MCBV.31R5.B2"                       0                  0                  0                  0
 "MCBH.30R5.B2"                       0                  0                  0                  0
 "MCBV.29R5.B2"                       0                  0                  0    3.754349658e-06
 "MCBH.28R5.B2"                       0                  0                  0                  0
 "MCBV.27R5.B2"                       0    1.088038553e-05                  0    1.088038553e-05
 "MCBH.26R5.B2"                       0                  0                  0                  0
 "MCBV.25R5.B2"                       0                  0                  0                  0
 "MCBH.24R5.B2"                       0                  0                  0                  0
 "MCBV.23R5.B2"                       0                  0                  0                  0
 "MCBH.22R5.B2"                       0                  0                  0                  0
