@ NAME             %04s "CORR"
@ TYPE             %04s "CORR"
@ TITLE            %08s "no-title"
@ ORIGIN           %22s "MAD-X 5.02.00 Linux 64"
@ DATE             %08s "10/04/15"
@ TIME             %08s "10.48.50"
* NAME                           PX.OLD             PY.OLD      PX.CORRECTION      PY.CORRECTION 
$ %s                                %le                %le                %le                %le 
 "MCBXH.2R5"                          0                  0                  0                  0
 "MCBXV.1R5"                          0                  0                  0                  0
 "MCBXH.1R5"                          0                  0                  0                  0
 "MCBXV.1L5"                          0                  0                  0                  0
 "MCBXH.1L5"                          0                  0                  0                  0
 "MCBXV.2L5"                          0                  0                  0                  0
 "MCBXH.2L5"                          0                  0                  0                  0
 "MCBXV.3L5"                          0                  0                  0                  0
 "MCBXH.3L5"                          0                  0                  0                  0
 "MCBYV.A4L5.B2"                      0                  0                  0                  0
 "MCBYH.4L5.B2"                       0                  0                  0                  0
 "MCBYV.B4L5.B2"                      0                  0                  0                  0
 "MCBCH.5L5.B2"                       0                  0                  0                  0
 "MCBCV.6L5.B2"                       0                  0                  0                  0
 "MCBCH.7L5.B2"                       0                  0                  0                  0
 "MCBCV.8L5.B2"                       0                  0                  0                  0
 "MCBCH.9L5.B2"                       0                  0                  0                  0
 "MCBCV.10L5.B2"                      0                  0                  0                  0
 "MCBH.11L5.B2"                       0                  0   -2.914720913e-06                  0
 "MCBV.12L5.B2"                       0                  0                  0                  0
 "MCBH.13L5.B2"        -4.662946798e-06                  0   -4.662946798e-06                  0
 "MCBV.14L5.B2"                       0                  0                  0                  0
 "MCBH.15L5.B2"         2.013310418e-05                  0    2.013310418e-05                  0
 "MCBV.16L5.B2"                       0                  0                  0                  0
 "MCBH.17L5.B2"                       0                  0    1.314180903e-06                  0
 "MCBV.18L5.B2"                       0                  0                  0                  0
 "MCBH.19L5.B2"                       0                  0                  0                  0
 "MCBV.20L5.B2"                       0                  0                  0                  0
 "MCBH.21L5.B2"         -1.48901483e-05                  0    -1.48901483e-05                  0
 "MCBV.22L5.B2"                       0                  0                  0                  0
 "MCBH.23L5.B2"        -1.279435959e-05                  0   -1.524059521e-05                  0
 "MCBV.24L5.B2"                       0                  0                  0                  0
 "MCBH.25L5.B2"                       0                  0                  0                  0
 "MCBV.26L5.B2"                       0                  0                  0                  0
 "MCBH.27L5.B2"        -1.858958788e-05                  0   -1.858958788e-05                  0
 "MCBV.28L5.B2"                       0                  0                  0                  0
 "MCBH.29L5.B2"                       0                  0                  0                  0
 "MCBV.30L5.B2"                       0                  0                  0                  0
 "MCBH.31L5.B2"                       0                  0                  0                  0
 "MCBV.32L5.B2"                       0                  0                  0                  0
 "MCBH.33L5.B2"                       0                  0   -4.302484449e-06                  0
 "MCBV.34L5.B2"                       0                  0                  0                  0
 "MCBH.33R4.B2"                       0                  0    1.592180575e-06                  0
 "MCBV.32R4.B2"                       0                  0                  0                  0
 "MCBH.31R4.B2"                       0                  0   -2.931199037e-06                  0
 "MCBV.30R4.B2"                       0                  0                  0                  0
 "MCBH.29R4.B2"                       0                  0                  0                  0
 "MCBV.28R4.B2"                       0                  0                  0                  0
 "MCBH.27R4.B2"        -1.934944466e-05                  0   -1.934944466e-05                  0
 "MCBV.26R4.B2"                       0                  0                  0                  0
 "MCBH.25R4.B2"                       0                  0   -4.300385248e-06                  0
 "MCBV.24R4.B2"                       0                  0                  0                  0
 "MCBH.23R4.B2"         -1.63816493e-05                  0    -1.63816493e-05                  0
 "MCBV.22R4.B2"                       0                  0                  0                  0
 "MCBH.21R4.B2"                       0                  0   -5.374688189e-06                  0
 "MCBV.20R4.B2"                       0                  0                  0                  0
 "MCBH.19R4.B2"                       0                  0    3.569968976e-06                  0
 "MCBV.18R4.B2"                       0                  0                  0                  0
 "MCBH.17R4.B2"                       0                  0   -6.095709745e-06                  0
 "MCBV.16R4.B2"                       0                  0                  0                  0
 "MCBH.15R4.B2"                       0                  0    2.929769922e-06                  0
 "MCBV.14R4.B2"                       0                  0                  0                  0
 "MCBH.13R4.B2"                       0                  0   -4.980741534e-06                  0
 "MCBV.12R4.B2"                       0                  0                  0                  0
 "MCBH.11R4.B2"                       0                  0                  0                  0
 "MCBCV.10R4.B2"                      0                  0                  0                  0
 "MCBCH.9R4.B2"                       0                  0                  0                  0
 "MCBCV.8R4.B2"                       0                  0                  0                  0
 "MCBCH.7R4.B2"                       0                  0                  0                  0
 "MCBYV.6R4.B2"                       0                  0                  0                  0
 "MCBYH.5R4.B2"                       0                  0                  0                  0
 "MCBYV.5L4.B2"                       0                  0                  0                  0
 "MCBYH.6L4.B2"                       0                  0                  0                  0
 "MCBCV.7L4.B2"                       0                  0                  0                  0
 "MCBCH.8L4.B2"                       0                  0                  0                  0
 "MCBCV.9L4.B2"                       0                  0                  0                  0
 "MCBCH.10L4.B2"                      0                  0                  0                  0
 "MCBV.11L4.B2"                       0                  0                  0                  0
 "MCBH.12L4.B2"                       0                  0    6.535165943e-06                  0
 "MCBV.13L4.B2"                       0                  0                  0                  0
 "MCBH.14L4.B2"         1.097827032e-05                  0    1.097827032e-05                  0
 "MCBV.15L4.B2"                       0                  0                  0                  0
 "MCBH.16L4.B2"        -2.209440339e-06                  0    1.346441451e-06                  0
 "MCBV.17L4.B2"                       0                  0                  0                  0
 "MCBH.18L4.B2"         4.710739944e-06                  0    4.710739944e-06                  0
 "MCBV.19L4.B2"                       0                  0                  0                  0
 "MCBH.20L4.B2"          2.18525622e-05                  0     1.57994465e-05                  0
 "MCBV.21L4.B2"                       0                  0                  0                  0
 "MCBH.22L4.B2"                       0                  0                  0                  0
 "MCBV.23L4.B2"                       0                  0                  0                  0
 "MCBH.24L4.B2"                       0                  0   -8.485631086e-06                  0
 "MCBV.25L4.B2"                       0                  0                  0                  0
 "MCBH.26L4.B2"                       0                  0   -1.555463299e-06                  0
 "MCBV.27L4.B2"                       0                  0                  0                  0
 "MCBH.28L4.B2"                       0                  0   -3.983553499e-06                  0
 "MCBV.29L4.B2"                       0                  0                  0                  0
 "MCBH.30L4.B2"                       0                  0                  0                  0
 "MCBV.31L4.B2"                       0                  0                  0                  0
 "MCBH.32L4.B2"        -9.184694849e-06                  0   -9.184694849e-06                  0
 "MCBV.33L4.B2"                       0                  0                  0                  0
 "MCBH.34L4.B2"                       0                  0    4.996814765e-06                  0
 "MCBV.33R3.B2"                       0                  0                  0                  0
 "MCBH.32R3.B2"                       0                  0                  0                  0
 "MCBV.31R3.B2"                       0                  0                  0                  0
 "MCBH.30R3.B2"                       0                  0    3.691027639e-06                  0
 "MCBV.29R3.B2"                       0                  0                  0                  0
 "MCBH.28R3.B2"                       0                  0   -1.283280435e-06                  0
 "MCBV.27R3.B2"                       0                  0                  0                  0
 "MCBH.26R3.B2"         8.256733418e-06                  0    4.807789344e-06                  0
 "MCBV.25R3.B2"                       0                  0                  0                  0
 "MCBH.24R3.B2"                       0                  0                  0                  0
 "MCBV.23R3.B2"                       0                  0                  0                  0
 "MCBH.22R3.B2"        -9.588372894e-06                  0   -1.354627265e-05                  0
 "MCBV.21R3.B2"                       0                  0                  0                  0
 "MCBH.20R3.B2"        -6.435944699e-06                  0   -6.435944699e-06                  0
 "MCBV.19R3.B2"                       0                  0                  0                  0
 "MCBH.18R3.B2"        -5.892089568e-06                  0   -5.892089568e-06                  0
 "MCBV.17R3.B2"                       0                  0                  0                  0
 "MCBH.16R3.B2"                       0                  0                  0                  0
 "MCBV.15R3.B2"                       0                  0                  0                  0
 "MCBH.14R3.B2"                       0                  0                  0                  0
 "MCBV.13R3.B2"                       0                  0                  0                  0
 "MCBH.12R3.B2"        -4.323058296e-06                  0   -4.323058296e-06                  0
 "MCBV.11R3.B2"                       0                  0                  0                  0
 "MCBCH.10R3.B2"        6.959236227e-06                  0    6.959236227e-06                  0
 "MCBCV.9R3.B2"                       0                  0                  0                  0
 "MCBCH.8R3.B2"                       0                  0   -2.082451945e-06                  0
 "MCBCV.7R3.B2"                       0                  0                  0                  0
 "MCBCH.6R3.B2"                       0                  0    2.446294529e-06                  0
 "MCBWV.5R3.B2"                       0                  0                  0                  0
 "MCBWH.4R3.B2"                       0                  0                  0                  0
